age,education-num,hours-per-week,>50k,>50k_hat
22,9,45,0,0
31,13,40,0,1
34,9,40,0,0
52,14,40,0,0
37,10,50,0,0
29,10,45,1,0
40,9,50,0,0
45,10,45,1,0
38,10,40,1,1
42,10,40,0,0
56,10,40,0,0
60,10,40,0,0
27,10,40,0,0
31,10,50,0,0
31,9,40,0,0
22,9,40,0,0
54,10,40,1,1
50,9,40,0,0
22,9,40,0,0
21,9,60,0,0
17,6,23,0,0
23,9,32,0,0
23,9,30,0,0
56,10,40,0,0
25,9,60,0,0
45,11,24,1,0
41,9,40,0,0
44,9,40,0,0
40,10,40,0,0
23,10,15,0,0
21,10,20,0,0
40,9,40,0,0
28,10,55,1,1
41,10,40,0,0
31,2,45,0,0
39,10,40,1,0
37,13,40,1,1
37,6,50,1,0
40,5,40,0,0
49,5,16,0,0
28,10,50,0,0
56,13,50,1,1
52,13,55,0,1
51,9,20,1,0
39,13,35,0,0
51,13,50,1,1
27,6,40,0,0
24,9,40,0,0
33,4,40,0,0
55,9,40,0,0
24,13,40,0,0
38,10,40,1,1
17,6,30,0,0
36,15,40,0,0
30,11,40,0,0
27,9,43,0,0
30,13,45,1,0
30,13,50,1,0
32,12,60,1,1
56,9,38,1,0
32,10,50,0,0
39,12,55,1,1
41,9,40,0,0
30,9,40,0,0
56,9,70,0,0
18,8,20,0,0
46,9,48,0,0
41,13,50,0,1
36,9,40,0,0
45,13,48,1,1
41,11,45,0,0
51,10,40,1,1
32,13,45,1,1
32,15,40,0,0
57,10,40,0,0
24,9,40,0,0
48,9,42,1,0
36,12,43,1,1
29,10,54,1,1
21,10,20,0,0
21,9,40,0,0
24,13,40,0,0
50,10,60,1,1
53,9,38,0,0
50,13,40,1,1
34,13,50,1,1
71,1,10,0,0
52,12,40,1,1
18,7,16,0,0
36,11,60,0,0
27,9,53,0,0
25,10,15,0,0
23,13,35,0,0
44,14,45,1,1
62,16,50,1,1
26,13,40,0,0
40,14,40,1,1
28,6,40,0,0
38,9,40,0,0
41,15,50,1,1
43,10,50,0,0
58,9,40,0,0
27,5,30,0,0
42,14,60,1,1
36,10,40,0,0
36,11,60,1,0
36,9,40,0,0
49,8,40,0,0
27,9,40,0,0
43,10,20,0,0
54,9,44,0,0
42,13,33,0,0
65,6,40,0,0
25,10,20,0,0
33,10,50,1,0
23,8,40,0,0
76,10,20,1,0
27,10,40,0,0
33,10,70,0,0
46,9,65,0,0
37,9,40,0,0
52,5,40,0,0
36,9,50,1,0
30,11,24,0,0
41,7,40,0,0
39,9,40,0,0
36,13,45,1,1
55,9,30,0,0
36,9,80,1,0
35,10,50,0,1
65,9,1,1,0
18,10,30,0,0
33,6,40,0,0
20,9,40,0,0
42,13,60,0,1
42,3,40,0,0
46,10,40,1,1
34,13,50,1,1
19,9,45,0,0
39,9,40,1,0
26,13,20,0,0
35,10,40,0,0
38,9,55,0,0
24,9,38,0,0
24,9,35,0,0
50,9,40,1,0
42,13,50,1,1
24,4,40,0,0
28,5,40,0,0
35,9,50,0,0
39,9,40,0,0
51,14,40,1,1
34,9,60,0,0
39,10,40,0,0
69,13,20,0,0
46,12,50,1,1
27,10,20,0,0
32,9,40,0,0
17,5,16,0,0
33,9,40,0,0
71,9,20,0,0
20,9,45,0,0
36,9,25,0,0
18,10,40,0,0
52,13,60,0,1
43,13,40,1,1
30,9,35,1,0
23,13,50,0,0
55,13,40,1,1
58,9,40,0,0
34,9,15,0,0
22,10,10,0,0
30,6,40,0,0
25,10,20,0,0
44,13,55,0,1
20,9,30,0,0
34,10,40,1,1
24,9,40,0,0
26,14,40,1,1
26,14,40,0,0
23,13,40,0,0
27,10,45,0,0
47,9,44,1,1
19,10,40,0,0
49,9,32,0,0
34,9,40,0,0
36,6,40,0,0
24,13,35,0,0
39,9,50,0,0
23,10,30,0,0
68,13,20,0,0
36,4,40,0,0
49,16,70,1,1
32,9,50,1,1
28,9,50,0,0
28,14,40,0,0
69,9,12,1,1
55,14,20,1,1
48,9,38,0,0
31,10,45,0,0
37,13,27,0,0
41,13,40,0,0
72,4,20,0,0
32,9,40,0,0
41,9,50,1,1
34,9,40,0,0
47,9,20,1,0
50,11,84,0,1
38,10,72,0,0
35,9,38,0,0
31,10,52,0,0
25,13,45,1,0
41,9,40,0,0
20,9,40,0,0
59,13,40,0,1
33,12,45,0,0
63,11,40,0,0
29,9,60,1,0
29,9,40,0,0
46,11,40,0,0
55,9,40,0,0
33,13,45,0,0
46,4,30,0,0
34,10,45,0,0
23,13,20,0,0
20,9,35,0,0
35,13,45,0,0
23,13,40,0,0
18,7,40,0,0
40,9,30,0,0
52,11,40,0,1
50,13,43,1,1
59,10,40,0,0
23,10,40,0,0
47,13,60,0,1
47,9,32,0,0
39,9,40,1,0
38,9,40,0,0
27,9,40,0,0
60,10,32,1,0
28,10,40,0,0
46,9,60,0,0
30,14,44,1,1
19,7,30,0,0
43,13,40,0,1
31,9,32,0,0
46,10,40,0,0
50,10,40,0,1
43,10,50,0,0
42,13,45,1,1
40,9,50,0,1
28,10,25,0,0
25,9,40,0,0
42,12,45,1,1
21,9,35,0,0
21,10,40,0,0
22,6,40,0,0
43,9,40,0,0
41,11,44,1,1
51,14,60,1,1
23,9,45,0,0
37,13,47,0,0
45,13,70,1,0
38,13,55,1,1
54,4,30,0,0
46,13,40,1,1
31,10,40,0,0
39,13,50,1,1
19,10,35,0,0
55,6,50,0,0
27,10,40,0,0
37,9,40,0,0
19,10,35,0,0
59,9,20,0,0
36,10,40,0,0
51,11,40,0,0
33,10,48,0,0
29,9,40,0,0
53,9,35,1,0
47,3,20,0,0
24,9,40,0,0
90,9,40,0,0
43,10,40,0,0
34,6,40,0,0
19,9,60,0,0
42,9,40,0,0
52,9,40,0,0
24,8,40,0,0
41,9,44,0,0
30,10,40,0,0
43,9,40,0,0
50,9,40,0,0
26,9,40,0,0
45,10,40,0,0
34,9,40,0,0
54,9,40,1,0
49,10,40,1,0
51,9,40,0,0
22,10,40,0,0
28,13,60,0,0
81,13,50,1,0
17,6,30,0,0
49,9,50,0,0
33,5,55,0,0
23,9,40,0,0
35,10,40,0,0
39,9,18,0,0
45,11,40,0,0
33,10,35,0,0
25,9,40,0,0
31,7,40,0,0
54,9,36,1,0
32,10,40,0,0
23,9,40,0,0
31,10,40,1,0
41,9,40,0,0
47,13,65,0,0
67,16,35,1,1
44,10,50,1,1
41,9,40,1,0
34,10,40,1,0
31,10,45,0,0
37,9,40,0,0
31,5,45,0,0
29,14,45,0,0
29,9,40,0,0
39,14,40,1,1
27,13,37,0,0
39,11,40,0,0
32,13,56,1,0
32,9,40,0,0
29,13,35,0,0
57,14,20,0,0
30,9,40,0,0
54,10,40,1,1
35,9,40,0,0
51,13,40,1,1
29,10,45,0,0
40,9,40,0,1
65,9,20,0,0
56,3,40,0,0
48,9,40,1,0
22,10,20,0,0
19,10,40,0,0
68,7,70,0,0
20,10,25,0,0
26,11,55,0,0
67,9,35,0,0
52,10,55,1,0
33,14,40,0,1
50,13,50,0,0
47,9,45,1,1
46,16,45,0,1
22,10,40,0,0
59,10,36,1,0
44,13,40,1,1
38,10,40,0,0
19,9,40,0,0
34,13,55,1,1
57,9,50,1,0
42,10,40,0,0
34,9,40,0,0
44,14,55,1,1
56,13,40,1,0
45,9,30,0,0
55,14,45,0,0
56,9,40,0,0
27,9,50,0,0
32,9,40,0,0
52,9,40,0,0
50,9,40,0,0
64,9,40,1,0
62,10,30,0,0
40,9,60,0,0
22,13,18,0,0
44,10,60,0,0
23,9,40,0,0
19,10,20,0,0
56,4,40,0,0
50,10,60,0,1
39,10,40,0,0
60,13,12,0,0
36,13,40,1,1
46,15,65,1,1
56,10,45,1,0
47,9,40,0,0
23,14,30,0,0
34,9,45,1,0
34,9,60,1,1
38,9,45,0,0
44,10,57,0,0
48,13,50,1,1
67,10,24,1,1
45,14,40,1,1
32,10,40,0,0
54,13,36,0,0
51,9,40,1,0
61,4,38,0,0
24,9,30,0,0
41,13,30,0,0
35,13,40,0,0
42,13,48,1,1
36,10,45,0,0
30,10,40,0,0
46,9,40,1,1
22,9,40,0,0
19,7,15,0,0
29,9,40,0,0
52,15,65,1,1
41,10,20,0,0
57,15,50,1,1
37,10,45,1,1
39,9,40,1,0
58,14,40,1,1
35,10,15,0,0
59,4,99,0,0
19,10,8,0,0
47,16,40,1,1
25,10,38,0,0
39,1,20,0,0
31,13,44,1,1
40,10,40,0,0
57,9,50,1,0
19,10,9,0,0
34,9,40,1,0
36,13,45,0,0
20,9,28,0,0
18,8,25,0,0
48,9,28,0,0
27,13,60,1,1
34,10,40,0,0
56,16,40,1,1
23,10,20,0,0
36,10,30,0,0
25,13,40,0,0
44,13,60,1,1
35,13,55,0,0
32,10,48,0,0
61,10,50,1,0
28,12,40,0,0
52,13,40,1,1
45,13,60,1,1
34,9,45,0,0
17,5,16,0,0
30,10,40,0,0
33,13,50,1,1
22,9,55,0,0
36,9,2,0,0
28,9,40,0,0
38,9,99,1,1
26,13,40,0,0
55,5,40,0,0
58,9,40,1,0
60,14,40,0,0
58,10,40,1,1
27,15,45,0,0
37,10,40,0,0
59,9,40,1,0
37,9,30,0,0
31,10,48,0,0
56,9,40,0,0
20,9,30,0,0
51,9,55,1,0
80,9,40,0,0
44,13,40,1,1
35,13,30,1,1
20,10,20,0,0
34,9,40,0,0
34,10,50,1,1
22,9,22,0,0
17,7,15,0,0
24,13,40,0,0
45,9,45,1,0
29,14,45,0,0
22,9,80,0,0
25,13,40,0,0
33,16,40,1,1
65,10,40,0,0
31,9,20,0,0
37,14,50,1,1
28,9,17,0,0
21,9,40,0,0
20,10,12,0,0
44,11,40,1,1
42,10,40,1,0
30,9,66,0,0
57,12,35,0,0
24,9,55,0,0
53,14,38,0,0
32,9,37,0,0
26,8,40,0,0
30,10,40,0,0
44,9,50,0,0
58,9,16,0,0
40,11,20,0,0
21,9,40,0,0
20,9,50,0,0
20,10,40,0,0
39,9,24,0,0
54,10,50,0,0
18,9,10,0,0
19,9,16,0,0
48,10,42,1,1
32,10,40,1,1
27,15,40,0,0
56,6,70,0,0
37,9,40,0,0
46,13,48,0,0
30,9,40,0,0
22,10,40,0,0
37,9,60,1,1
22,13,25,0,0
36,6,40,0,0
26,10,45,0,0
52,10,40,0,0
23,10,20,0,0
59,6,40,0,0
44,11,40,0,0
23,10,50,0,0
48,9,40,0,0
18,10,40,0,0
50,10,40,0,0
37,13,36,0,0
18,8,12,0,0
32,10,72,0,0
25,13,40,0,0
36,9,50,1,0
72,2,40,0,0
50,14,40,1,1
19,9,40,0,0
44,10,45,1,0
62,11,50,1,1
27,13,50,0,0
28,15,55,0,0
24,13,20,0,0
61,14,40,0,0
34,9,40,0,0
46,9,40,1,1
31,10,40,0,0
32,9,40,0,0
61,3,40,1,1
21,5,48,0,0
52,7,40,0,0
35,14,40,1,0
35,9,70,0,0
45,13,40,0,0
33,13,45,0,0
54,9,40,0,0
47,9,45,0,0
33,9,56,1,1
29,5,40,0,0
37,10,40,0,0
63,13,40,1,0
45,5,40,1,0
30,13,50,0,0
37,10,40,0,0
27,6,60,0,0
32,10,40,0,0
26,9,40,0,0
46,14,60,1,1
42,13,60,0,0
27,12,45,0,0
66,11,30,0,0
43,12,40,0,0
29,9,40,0,0
21,10,65,0,0
19,10,30,0,0
29,14,40,0,0
29,9,40,0,0
20,10,25,0,0
23,6,40,0,0
43,9,60,0,0
71,9,52,0,1
22,9,40,0,0
32,13,65,1,0
27,10,40,0,0
56,9,45,0,0
38,10,60,0,0
46,15,40,1,1
60,9,34,0,0
71,13,30,1,1
66,6,40,0,0
47,9,60,0,0
52,11,60,0,0
60,6,40,0,0
25,9,52,0,0
27,10,40,0,0
44,10,35,0,0
59,4,70,0,0
26,7,65,0,0
28,13,20,0,0
56,9,10,0,0
21,9,40,0,0
54,10,50,0,0
38,9,48,1,0
32,13,40,0,0
54,9,40,0,0
51,10,45,1,1
47,16,40,1,1
36,13,48,0,0
56,13,45,1,1
18,8,20,0,0
59,9,40,0,0
50,9,40,0,0
61,9,40,0,0
30,9,40,1,1
34,14,40,1,0
24,12,40,0,0
60,9,50,0,0
46,14,35,0,0
25,9,50,0,0
42,15,72,1,1
51,13,50,0,1
40,12,40,1,1
21,10,20,0,0
55,9,40,0,0
33,13,50,0,1
38,10,40,1,1
39,12,50,1,1
31,5,40,0,0
54,10,40,0,0
34,13,50,1,1
40,13,48,1,1
40,13,40,0,0
53,9,40,0,0
26,13,58,1,0
59,9,40,0,0
28,9,40,0,0
27,10,40,0,0
49,12,45,1,1
36,13,40,1,1
65,13,40,1,1
68,9,8,0,0
36,13,45,0,0
20,9,40,0,0
20,9,40,0,0
42,13,35,0,0
43,11,40,0,0
34,11,40,0,0
27,5,40,0,0
27,9,40,0,0
21,10,40,0,0
56,9,50,0,1
66,10,45,0,1
51,9,81,0,0
46,9,50,0,0
42,7,40,0,0
38,10,43,1,1
31,9,40,0,0
48,9,43,0,0
60,9,40,1,1
70,14,40,0,1
41,9,10,0,0
41,9,40,0,0
41,9,40,0,0
41,9,8,0,0
57,9,60,1,1
45,10,20,0,0
36,9,60,1,0
50,6,40,1,0
37,9,45,0,0
54,16,50,1,1
18,7,27,0,0
26,10,60,0,0
22,9,40,0,0
37,6,40,0,0
22,9,60,0,0
29,11,40,0,0
41,10,40,0,0
33,10,41,1,0
19,10,40,0,0
50,5,50,0,0
62,9,16,0,0
51,9,60,0,0
40,9,45,0,0
24,7,40,0,0
35,10,50,1,0
48,10,60,1,1
29,13,50,1,1
50,9,40,1,1
52,13,40,0,1
60,9,40,0,0
36,14,30,0,0
19,10,25,0,0
35,9,48,0,0
50,13,50,0,0
27,13,40,0,0
39,13,60,1,1
38,5,40,0,0
26,9,44,0,0
34,9,48,1,0
20,10,15,0,0
31,10,40,0,0
39,9,40,0,0
50,16,23,0,1
31,9,60,0,0
67,11,24,0,0
57,9,48,0,0
60,9,45,1,1
61,9,53,0,0
23,9,25,0,0
59,16,50,0,1
58,10,50,1,1
65,10,45,0,0
25,13,40,0,0
31,13,50,1,1
18,6,40,0,0
23,13,40,0,0
34,10,60,0,0
23,11,56,0,0
23,10,40,0,0
24,12,12,0,0
34,9,45,0,0
53,9,40,0,0
62,14,60,1,1
18,9,25,0,0
61,6,40,0,0
55,9,53,1,0
61,9,55,0,0
33,13,50,1,1
32,12,50,0,1
31,13,48,0,0
49,7,40,0,0
50,13,40,0,0
42,12,40,0,0
21,7,40,0,0
37,9,40,0,0
20,7,20,0,0
36,9,40,0,0
44,10,80,1,1
43,10,45,0,0
36,4,40,0,0
35,9,60,0,0
42,15,60,1,1
75,13,24,0,0
23,6,40,0,0
39,9,60,0,0
24,9,40,0,0
47,10,40,0,1
66,9,10,0,0
50,9,50,1,1
35,6,40,0,0
37,11,40,1,0
29,14,40,0,0
41,9,40,0,0
41,9,40,1,0
40,13,40,0,1
60,9,40,0,0
20,10,8,0,0
33,9,40,0,0
38,14,60,1,1
33,9,40,0,0
50,14,60,0,0
67,13,40,0,0
31,9,40,0,0
67,11,1,0,0
21,10,30,0,0
47,13,40,0,0
27,9,8,0,0
55,10,6,1,0
45,6,40,0,0
33,13,50,1,1
18,9,35,0,0
44,9,40,1,1
23,12,20,0,0
50,13,45,1,0
27,10,40,0,0
27,13,40,0,0
58,10,40,1,0
46,9,40,0,0
34,13,50,1,1
53,9,40,0,0
41,13,50,1,1
34,10,40,1,0
29,6,40,0,0
44,9,40,0,0
35,9,40,0,0
57,9,60,1,0
44,10,50,1,1
30,7,40,0,0
60,14,40,1,1
61,2,40,0,0
31,9,40,0,0
63,6,56,0,0
18,5,35,0,0
49,13,60,1,1
44,14,99,0,0
43,13,48,0,0
36,15,50,1,1
44,16,45,0,1
33,14,40,0,1
58,9,40,0,0
45,13,45,1,0
25,10,42,0,0
30,4,40,0,0
36,9,30,0,0
31,3,25,0,0
43,13,40,1,1
17,4,45,0,0
64,13,40,0,0
56,9,40,0,0
35,10,50,0,1
44,15,80,1,1
34,11,50,0,0
33,11,48,1,0
70,9,16,0,0
18,10,20,0,0
28,8,40,0,0
34,7,40,0,0
32,10,40,0,0
50,13,40,1,0
38,9,48,0,0
27,7,40,0,0
24,10,40,0,0
49,3,45,0,0
44,15,60,1,1
50,10,40,0,0
39,9,40,0,0
46,13,40,1,1
29,10,40,0,0
27,10,40,0,0
46,7,40,0,0
24,9,35,0,0
19,9,24,0,0
74,6,30,0,0
56,13,60,0,0
46,7,40,1,1
27,11,40,0,0
53,9,40,1,1
37,13,40,1,1
71,14,40,1,1
22,10,28,0,0
44,9,40,0,0
36,13,40,1,1
56,13,42,1,1
60,9,50,0,0
53,14,36,1,1
55,4,41,0,0
49,14,50,1,1
27,9,40,0,0
35,9,40,0,0
68,11,40,0,0
53,13,60,1,1
46,10,40,0,1
31,9,50,0,0
30,9,40,0,0
47,13,45,1,1
28,9,40,0,0
34,9,32,0,0
39,16,50,1,1
47,13,50,1,1
49,13,50,0,0
36,14,40,0,0
51,11,38,0,0
52,9,38,0,0
39,10,40,0,0
40,12,40,1,0
50,10,50,1,1
39,14,60,0,0
51,13,35,0,1
35,9,99,0,0
28,9,40,0,0
24,9,50,0,0
60,9,42,1,0
49,14,40,1,1
38,13,50,1,1
25,13,40,0,0
51,9,60,1,0
25,12,37,1,0
35,13,25,0,0
45,11,40,0,0
26,13,40,0,0
51,13,50,1,1
18,8,20,0,0
41,9,40,0,0
41,9,50,0,0
50,9,60,0,0
34,9,40,0,0
64,7,48,0,0
53,10,40,1,1
31,9,30,0,0
21,6,40,0,0
42,16,60,1,1
30,10,40,0,0
75,1,48,0,0
35,6,50,0,0
22,9,50,0,0
42,9,40,0,0
59,13,40,0,1
36,15,60,0,1
63,13,50,1,1
27,13,60,1,1
46,13,40,0,0
18,9,30,0,0
27,10,50,0,0
39,10,40,0,0
30,9,40,0,0
26,9,40,0,0
35,10,50,0,0
57,13,40,1,1
44,13,20,1,1
24,10,40,0,0
41,13,48,1,1
27,11,45,0,0
37,10,84,0,0
48,10,40,0,1
47,9,40,1,0
26,3,30,0,0
22,10,98,0,0
58,2,50,0,0
17,7,15,0,0
42,9,40,1,0
53,2,40,0,0
29,12,50,0,1
25,13,50,0,0
33,10,40,1,1
61,13,60,0,0
27,10,40,0,0
22,10,20,0,0
27,6,40,0,0
61,3,56,0,0
26,13,40,0,0
24,13,40,0,0
39,12,40,0,0
33,4,35,0,0
26,12,40,0,0
44,9,70,1,1
58,9,60,0,0
28,10,40,0,0
66,9,13,0,0
58,10,45,0,0
33,14,40,0,0
32,15,40,0,0
42,9,22,0,0
68,15,16,0,0
34,13,50,0,0
36,9,40,0,0
32,13,50,0,0
36,11,54,0,0
40,13,40,1,1
21,9,44,0,0
38,16,55,1,1
20,10,10,0,0
26,9,48,0,0
38,9,50,1,0
24,12,30,0,0
45,14,48,1,1
35,9,35,1,1
24,10,14,0,0
31,10,50,0,0
45,10,40,0,0
31,10,40,0,0
54,13,40,0,1
55,9,40,1,0
52,14,40,0,1
43,9,78,0,0
30,9,44,0,0
35,9,60,0,0
22,10,35,0,0
61,10,40,1,1
38,6,40,0,0
74,13,8,1,1
49,13,50,1,1
63,9,40,0,0
50,15,40,1,1
34,9,25,0,0
53,10,40,0,0
20,10,40,0,0
35,9,40,0,0
24,9,40,0,0
40,9,46,1,1
44,10,50,1,0
34,9,51,0,0
19,10,10,0,0
31,13,40,1,0
28,9,48,0,0
23,10,50,0,0
34,13,40,1,1
46,10,40,0,0
51,9,40,0,0
51,14,60,1,1
31,9,50,1,0
46,14,45,1,1
58,10,45,0,0
31,9,42,0,0
58,9,72,1,0
47,13,35,1,1
22,9,40,0,0
19,10,20,0,0
19,10,30,0,0
31,9,45,0,0
17,6,20,0,0
20,10,25,0,0
64,14,25,0,0
47,9,60,0,0
48,10,40,0,0
29,10,26,0,0
44,13,50,1,1
45,14,50,1,1
39,9,40,0,0
28,9,36,0,0
25,10,40,0,0
32,11,40,0,0
58,9,40,0,0
36,10,40,0,0
33,12,45,0,0
21,9,40,0,0
40,9,52,0,0
23,10,40,0,0
38,10,44,0,0
53,6,40,0,0
50,13,45,1,0
54,9,25,1,1
43,10,40,0,1
31,10,38,0,0
19,10,40,0,0
52,7,40,0,0
20,9,40,0,0
21,10,40,0,0
38,14,48,1,1
44,9,45,0,0
38,9,35,0,0
33,9,52,0,0
65,7,8,0,0
20,9,43,0,0
38,10,55,0,1
38,10,40,0,0
41,9,38,1,1
43,13,55,1,1
30,13,40,0,0
23,13,40,0,0
66,10,40,1,1
64,14,35,0,0
22,10,40,0,0
41,9,48,0,0
40,9,35,0,0
27,13,40,0,0
39,13,40,1,0
59,9,40,1,0
38,4,40,0,0
36,9,50,1,0
47,14,50,1,1
62,13,40,1,1
30,13,70,1,0
21,10,35,0,0
22,10,25,0,0
41,13,50,0,1
29,9,40,0,0
18,9,10,0,0
40,15,40,0,1
23,12,16,0,0
36,9,40,0,0
21,11,30,0,0
20,9,30,0,0
54,12,40,0,1
47,3,40,0,0
31,9,40,0,0
51,10,60,1,1
49,9,40,0,0
28,13,60,0,0
22,9,40,0,0
47,9,38,0,0
57,9,1,0,0
67,4,40,0,0
47,4,40,0,0
37,9,40,0,0
25,9,40,0,0
52,9,55,1,1
27,13,36,0,0
47,10,40,1,1
18,7,30,0,0
44,13,40,1,1
37,10,40,0,1
45,10,32,0,0
31,13,40,0,0
43,10,40,1,1
35,10,40,0,0
53,9,40,0,0
23,12,40,0,0
20,12,40,0,0
20,9,40,0,0
64,10,35,0,0
24,13,45,0,0
30,10,30,0,0
43,9,40,0,0
25,13,40,0,0
65,10,16,0,0
59,14,50,1,1
55,13,60,1,1
20,10,20,0,0
44,9,50,0,0
25,14,40,0,0
57,9,42,0,0
50,9,55,1,0
32,6,50,0,0
56,9,40,0,0
53,9,40,1,1
36,12,40,0,0
59,14,50,0,1
17,7,25,0,0
58,9,35,1,0
31,10,40,1,0
19,10,40,0,0
26,9,40,0,0
18,8,20,0,0
19,10,20,0,0
23,9,25,0,0
30,12,50,0,0
49,10,40,0,0
42,10,40,1,1
31,9,40,0,0
46,6,40,0,0
25,10,40,0,0
23,9,30,0,0
27,8,50,0,0
36,11,40,0,0
37,7,65,0,0
46,10,20,0,0
43,9,40,0,0
71,9,16,0,0
50,14,50,1,1
49,9,40,0,0
29,10,55,0,0
50,10,99,1,1
65,9,18,0,0
20,11,40,0,0
23,13,25,0,0
45,14,40,1,0
55,9,30,1,0
18,10,20,0,0
29,4,72,0,0
46,14,50,1,1
27,14,40,0,0
50,9,50,1,0
23,9,48,0,0
47,10,40,1,0
22,9,40,0,0
32,10,40,1,0
33,10,40,0,0
22,10,40,0,0
43,10,40,0,0
35,10,55,1,0
42,14,40,1,1
46,9,40,0,0
34,9,40,0,0
35,13,50,0,0
52,11,40,1,0
50,9,50,0,0
52,16,40,1,1
33,9,32,0,0
33,9,40,0,0
25,13,50,0,0
20,8,40,0,0
31,10,40,0,0
43,9,40,0,0
35,13,50,1,1
36,13,40,0,0
45,9,44,1,0
28,6,40,0,0
56,6,40,0,0
31,13,45,1,1
45,9,40,0,0
48,12,40,0,0
57,15,40,0,0
38,13,40,0,0
44,11,25,0,0
60,9,40,0,0
37,9,50,0,0
40,10,40,1,1
32,8,40,0,0
37,10,40,0,0
28,12,70,1,1
32,13,40,0,1
18,10,35,0,0
32,13,8,1,1
54,13,40,1,0
36,9,52,0,0
45,13,50,1,1
19,10,50,0,0
30,15,50,1,1
37,10,40,0,0
49,10,40,0,0
74,10,12,0,0
27,13,43,0,0
50,9,40,0,0
47,14,38,1,1
44,13,40,1,1
43,3,35,0,0
45,13,40,1,0
27,13,42,1,1
24,7,35,0,0
22,9,40,0,0
24,9,40,0,0
41,4,40,0,0
55,5,37,0,0
35,9,40,0,0
27,9,50,0,0
28,7,40,0,0
43,15,50,0,1
32,13,50,0,0
23,9,40,0,0
49,11,35,0,0
35,13,40,0,0
29,9,42,0,0
58,2,40,0,0
21,10,40,0,0
43,14,40,0,1
46,9,56,1,0
53,9,40,0,0
28,3,40,0,0
55,11,20,0,1
18,9,40,0,0
34,13,50,1,1
61,13,50,1,1
65,9,40,1,0
55,9,38,0,0
35,9,40,0,0
56,4,20,0,0
51,13,40,1,1
22,10,20,0,0
39,9,60,0,0
34,9,20,0,0
68,9,25,0,0
29,13,60,0,0
29,14,40,0,0
33,11,50,0,1
25,13,40,0,0
54,10,40,0,0
44,14,40,0,1
42,6,40,1,0
32,9,40,0,0
35,11,50,0,0
47,13,60,1,1
19,9,30,0,0
32,9,40,0,0
45,10,55,1,1
21,10,24,0,0
28,9,50,0,0
47,15,60,1,1
41,9,40,0,0
20,10,20,0,0
24,13,40,0,0
47,9,90,0,0
35,10,45,0,0
63,10,40,0,0
20,9,30,0,0
29,10,40,1,1
36,9,48,0,0
48,13,50,0,0
17,7,20,0,0
59,12,40,0,0
39,7,40,0,0
25,13,38,1,0
45,15,43,1,1
57,13,40,0,1
26,12,40,0,0
76,14,30,1,0
35,6,70,0,0
50,14,40,0,0
22,10,30,0,0
68,9,24,0,0
69,9,40,0,0
40,11,30,0,0
28,9,45,0,0
43,11,40,1,1
62,10,24,0,0
46,13,35,1,0
41,3,40,0,0
21,10,20,0,0
38,11,40,0,0
51,10,40,1,0
26,10,20,0,0
43,13,55,1,1
35,13,40,1,1
17,7,20,0,0
21,9,40,0,0
31,10,50,0,0
52,10,45,1,1
62,9,40,0,0
33,13,40,0,0
27,5,32,0,0
76,5,25,0,0
55,13,50,0,0
48,13,25,1,1
21,9,50,0,0
22,12,20,0,0
49,9,50,1,0
38,11,45,1,1
41,12,80,0,0
26,13,70,0,0
36,9,48,1,1
44,9,84,0,0
44,16,38,0,0
52,9,40,0,0
32,14,50,0,1
35,9,42,1,1
24,9,48,0,0
26,9,60,1,1
50,5,48,0,0
48,9,40,0,0
24,10,49,0,0
51,9,40,0,0
51,10,50,1,1
30,7,30,0,0
42,9,40,0,0
39,9,60,1,0
50,9,40,0,0
32,10,40,0,0
22,10,40,0,0
57,9,60,1,1
39,14,40,1,1
24,9,40,0,0
27,9,80,0,0
33,13,38,1,1
55,9,65,0,1
48,16,60,1,1
29,9,44,0,0
57,9,40,0,0
48,9,48,0,0
21,10,30,0,0
51,10,50,0,0
51,4,47,0,0
31,8,50,0,0
19,10,8,0,0
44,10,60,0,1
45,3,40,0,0
47,7,40,0,0
45,9,60,1,1
42,13,50,0,0
49,9,16,0,0
50,10,40,1,1
53,9,40,1,1
34,12,35,0,0
33,9,40,1,0
19,9,32,0,0
51,11,43,0,0
39,9,40,0,0
36,13,40,0,1
25,10,35,0,0
36,9,70,0,0
33,5,40,0,0
40,13,60,1,1
23,5,40,0,0
31,13,60,1,1
30,9,40,0,0
35,10,65,0,0
29,10,40,0,0
48,9,40,0,0
18,10,25,0,0
44,2,40,0,0
45,10,99,0,0
53,14,50,1,0
38,9,40,0,0
41,11,40,0,1
23,9,50,0,0
68,6,35,0,0
45,14,40,0,0
28,13,50,0,0
44,13,44,1,0
76,14,40,1,1
51,9,40,0,0
45,9,50,1,0
35,9,40,0,0
41,9,40,0,1
26,13,40,0,0
54,11,40,1,1
26,10,40,0,0
49,9,40,1,0
57,13,40,0,0
25,13,40,0,0
23,10,30,0,0
42,10,40,0,0
58,4,40,0,0
42,10,40,0,0
20,9,40,0,0
31,13,40,0,0
18,7,35,0,0
18,4,30,0,0
48,10,40,1,0
24,10,30,1,0
19,9,40,0,0
44,14,44,1,1
29,9,40,0,0
51,10,48,1,0
28,9,40,0,0
33,13,55,1,1
46,13,45,1,1
44,14,40,1,1
20,9,43,0,0
35,10,30,0,0
53,15,50,1,1
50,9,40,0,0
25,10,40,0,0
62,10,24,0,0
45,13,46,0,0
48,14,40,1,1
37,12,40,0,0
